1225	K.R.S. Spicy Food Co., Ltd.	Booth: 5628	['Prathumthanik,', 'TH', 'Thailand']	To ensure the customer requirements in both quality and services, K.R.S. SPICY FOOD CO., LTD. has been certified for various premium food standards i.e BRC and IFS.  K.R.S. SPICY FOOD CO., LTD. is now certified for FAIR TRADE Standard. it is our pride to be the first FAIR TRADE producer in South East Asia for the Thai Curry Paste and Dipping Sauce category.	Brands: J-LEK	['Condiments & Sauces']	[['Condiments & Sauces']]
1226	K-1 Packaging Group	Booth: 3309	['City of Industry,', 'CA', 'United States']	K-1 Packaging Group is a provider of custom packaging solutions for consumer products. Offering fully integrated services from start to finish, we conceptualize, design, prototype, validate, and manufacture.  We specialize in stand-up pouches, folding cartons, pressure sensitive labels, rigid boxes, and decorated cardboard tubes.	N/A	['Packaging', 'Services']	[['Biodegradable Packaging', 'Other', 'Packaging Material', 'Paper Products', 'Plastic Products', 'Printing/Soy Inks', 'Recycled Products'], ['Contract Manufacturing']]
1227	Kabrita	Booth: N247	['Chicago,', 'IL', 'United States']	N/A	N/A	[]	[]
1228	Kadoya Sesame Mills Inc.	Booth: 2499E	['Tokyo,', 'Japan']	N/A	N/A	[]	[]
1229	Kahnalytics, Inc. dba Original Sprout	Booth: 2625	['San Clemente,', 'CA', 'United States']	Inspired after the birth of her daughter, Inga Tritt created Original Sprout in 2003.    Products are non-toxic, 100% vegan & cruelty free,  gluten & dairy free, have no petroleum oils, parabens or phytoestrogens, dioxanes, harmful sulfates, phthalates, formaldehyde & propylene glycol.    All our products are safe, effective and tested.  	Brands: Original  Sprout	['Cosmetics Personal Care', 'Other Products & Services', 'Special Attributes']	[['Baby Care', 'Deodorant & Anti-Perspirant', 'Hair Care'], ["Children's Miscellaneous"], ['Allergy Free', 'Cruelty-Free']]
1230	KaLaya Health and Wellness	Booth: 8008	['Cambridge,', 'ON', 'Canada']	N/A	N/A	['Services', 'Special Attributes', 'Cosmetics Personal Care', 'Supplements']	[['Contract Manufacturing'], ['Gluten/Wheat Free'], ['OTCs'], ['Glucosamine & Joint Health']]
1231	Kamut International	Booth: 1823	['Missoula,', 'MT', 'United States']	From 36 kernels and legends of discovery in Egyptian tombs, KAMUT® brand wheat is an ancient grain, guaranteed under the KAMUT® brand, to never be modified or hybridized, always organically grown, and is prized for its nutrition, ease of digestibility, sweet nutty-buttery taste, and firm texture. Today KAMUT® brand wheat can be found throughout the world in products including breads, pasta, pizza, cereals, snacks, pastries, crackers, beer, green foods, and cereal drinks.	Brands: KAMUT® Brand Wheat	['Raw Ingredients', 'Special Attributes']	[['Branded Ingredients'], ['Organic Ingredients', 'Specialty/Gourmet']]
1232	Kanbar Digital, LLC	Booth: 2962	['San Diego,', 'CA', 'United States']	N/A	N/A	[]	[]
1233	Kaneka Nutrients	Booth: 3452	['Pasadena,', 'TX', 'United States']	N/A	N/A	['Raw Ingredients']	[['Branded Ingredients', 'Other', 'Probiotics']]
1234	Karine & Jeff	Booth: F51	['revel, fr 31250,', 'France']	Karine & Jeff is a french 100% organic food structure which produce a wide range of original and tasty recipes in glass jars to preserve the quality. Our recipes are based on the french culinary traditions or inspired by our travel, they reflect who we are : generous healthy and tasty. All our recipes are cooked without added sugar, without thickener or preservatives. Our products are certified: Gluten free, non GMO, Vegan and USDA organic.	Brands: KARINE & JEFF	['Soups & Canned Goods', 'Special Attributes']	[['Canned Soups'], ['Allergy Free', 'Canned', 'Dairy Free', 'Full Line Organic', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Vegan']]
1235	KARMA NUTS	Booth: N525	['Dublin,', 'CA', 'United States']	At Karma, we’re changing the snack category with our exclusive cashews available in 7oz Pouches and 1.5oz Snack Packs. Our award-winning Wrapped® Cashews retain their natural skins, giving twice the fiber and antioxidative activity comparable to blueberries. 11 delicious varieties from decadent Toasted Coconut and Cocoa Dusted to spicy Peri Peri to savory Sea Salt and Golden Turmeric. Non GMO Project Verified. Gluten-free. Vegan. Kosher. Recyclable packaging. DO GOOD. EAT GOOD. FEEL GOOD.	Brands: Karma Nuts (Karma). Wrapped & Roasted Cashews in 1.5 oz Snack Packs & 7oz Pouches.
