1759	Pacha Soap Co.	Booth: 2347	['Hastings,', 'NE', 'United States']	Pacha Soap Co. is a purpose-driven company. We handcraft natural, artisanal products to delight the senses and enhance well being. Our mission is to challenge the standards for what it means to be an ethical business by taking radical steps to empower communities around the world with long term, sustainable solutions. Made good so you can feel good and do good.	Brands: Pacha Soap Co.	['Cosmetics Personal Care', 'Special Attributes']	[['Bath & Body', 'Deodorant & Anti-Perspirant'], ['Cruelty-Free']]
1760	PACHA Sprouted Buckwheat	Booth: 1431	['Vista,', 'CA', 'United States']	N/A	N/A	[]	[]
1761	Pacific Coast Producers	Booth: 446	['Lodi,', 'CA', 'United States']	Pacific Coast Producers is a privately owned cooperative. Our owners consist of 171 Grower Members from California. Quality and Customer Service are two areas we excel in, as well as reliability and long-term commitment. Our product line consists of Canned Apricots, Fruit Cocktail, Fruit Mixes, Peaches, Pears, Tomatoes, Plastic Fruit Bowls, Organic Tomatoes, Organic Fruits, Salsa Bowls, Sun Dried Tomatoes, and Northwest Apples, Cherries, Plums, and Pears. We also offer an import product line.	Brands: Mission Pride, Villa Pacifica, and Orchard Naturals	['Special Attributes']	[['Canned']]
1762	Pacific Fruit Peru	Booth: 1698A	['Lima,', 'Peru']	N/A	N/A	[]	[]
1763	Pacific Gold Beverage Corp.	Booth: 8212	['Powell River,', 'BC', 'Canada']	N/A	N/A	[]	[]
1764	Pacific Plaza Imports, Inc.	Booth: 1570	['Concord,', 'CA', 'United States']	N/A	N/A	['Special Attributes', 'Raw Ingredients']	[['Specialty/Gourmet'], ['Fruits & Vegetables']]
1765	Pacific Rainbow International	Booth: 4105	['City of Industry,', 'CA', 'United States']	N/A	Brands: Celadrin® a proprietary ingredient clinically proven to promote joint health.
Sylvan Red Yeast Rice - USDA Certified Organic	['Raw Ingredients']	[['Branded Ingredients', 'Vitamins', 'Other']]
1766	Pacific Resources International	Booth: 1568	['Carpinteria,', 'CA', 'United States']	Since 1985,Pacific Resources International continues to introduce the US consumer to the best of New Zealand as an exclusive importer.Specializing in Solar and Wind dried Sea Salt containing all the natural trace elements.Bee products, Largest Selection of Certified Manuka Honey in the US & other Native NZ Honeys. Large selection of Manuka Candies, supplements and beauty care products. Specialty New Zealand toothpastes. New Fiji Fire Hot Sauce and Wild Appetite condiments, dressings and sauces.	Brands: Mossops UMF Manuka, New Zealand Sea Salt, Honeyland Manuka&Native NZ honeys,, BioHoney Manuka. Australian Organic&Manuka Honey. Fiji Fire. Wild Appetite, Bio Honey Manuka baby care line.	['Condiments & Sauces', 'Special Attributes']	[['Condiments & Sauces'], ['Kosher/Parve']]
1767	Pacific Spice Company, Inc.	Booth: 2174	['Commerce,', 'CA', 'United States']	Pacific Spice has been delivering quality spices and herbs for over half a century. We source globally and manufacture locally to ensure freshness, quality & safety.  We offer a complete line of conventional & organic spices, herbs, seasonings in bulk, foodservice & consumer pack.  Our state-of-the-art R&D lab is onsite and our staff has decades of combined experience. We take a seasoning idea through formulation to package & delivery.  OU kosher certified. Our safety systems are SQF certified. 	N/A	['Raw Ingredients', 'Services', 'Special Attributes', 'Seasonings & Spices']	[['Herbs'], ['Contract Manufacturing', 'Customer Services'], ['Ethnic/Multicultural', 'Kosher/Parve', 'Organic Ingredients'], ['Dry Seasoning Mixes & Blends', 'Herbs & Spices', 'Pepper']]
