2441	Unilever Health & Wellbeing	Booth: 3571	['DE', 'United States']	N/A	N/A	['Other Products & Services', 'Special Attributes', 'Supplements', 'Vitamins & Minerals']	[["Children's Miscellaneous"], ['Allergy Free', 'Dairy Free', 'Gluten/Wheat Free', 'Vegan'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Glucosamine & Joint Health', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion', 'Superfood & Greens Blends'], ["Children's Vitamins", 'Multivitamins', 'Vitamins']]
2442	Unipharm Healthy Manufacturing Co. Ltd	Booth: 4876	['Auckland,', 'New Zealand']	N/A	N/A	[]	[]
2443	UNIQUE SNACKS	Booth: 322	['Reading,', 'PA', 'United States']	The Spannuth Family has been baking pretzels for six generations. We let the raw pretzel set to perfection and when ready, the pretzel is  placed into the oven where it bursts open creating bubbles and crevices that are crispy, yet crunchy, and full of flavor. As we produced this split-open pretzel we started calling them “Splits”. They were only one of their kind. Still using the original recipe, the Spannuth family is proud of its quality and high standards of what a pretzel should be.	Brands: Original Splits, Original Shells, Extra Dark Splits, Multi-Grain Splits, Extra Salt Splits, Sprouted 100% Whole Grain Shells, Sprouted 100% Whole Grain Splits, Honey Mustard Shells, Buffalo Shells, Bacon Cheddar Shells, Tangy Ranch Shells.	['Special Attributes', 'Snacks']	[['Dairy Free', 'Kosher/Parve', 'Specialty/Gourmet', 'Trans Fat Free', 'Vegan'], ['Popcorn & Puffs', 'Pretzels']]
2444	UNIS	Booth: 2970	['Walnut,', 'CA', 'United States']	N/A	N/A	[]	[]
2445	UNiTE Food	Booth: N219	['Yorba Linda,', 'CA', 'United States']	UNiTE Food makes the world's most delicious protein bars in globally inclusive flavors.  UNiTE's award-winning bars are celebrated by leading nutritionists and publications for their excellent nutrition deck.  They are 190 calories, 10g of protein, and made of nut butters and other natural ingredients like hemp seeds and dates.  UNiTE bars are gluten free, soy free & free of artificial flavors and sweeteners.  UNiTE is a certified minority status & Woman-owned business.  Diversity is Delicious!	Brands: UNiTE	['Special Attributes']	[['Convenience', 'Egg Free', 'Ethnic/Multicultural', 'Functional Food', 'Gluten/Wheat Free', 'Kosher/Parve', 'Specialty/Gourmet']]
2446	United States Postal Service	Booth: 2757	['Washington,', 'DC', 'United States']	A self-supporting government enterprise, the U.S. Postal Service is the only delivery service that reaches every address in the nation, 156 million residences, businesses and Post Office Boxes. The Postal Service receives no tax dollars for operating expenses, and relies on the sale of postage, products and services to fund its operations. The Postal Service has been named the Most Trusted Government Agency for 6 years and the sixth Most Trusted Business in the nation by the Ponemon Institute.	N/A	['Services']	[['Customer Services', 'Internet Services']]
2447	United With Earth, Corp.	Booth: 2105	['Berkeley,', 'CA', 'United States']	United With Earth is the youngest/fastest growing company from California withing its category: Dates, Figs and Nuts. We are a proud member of California Certified Organic Farmers. We have a proven track record with our brand (Nielsen rated) to help grow your sales. Our specialty has been introducing ethnic items into mainstream markets. Our products are Raw, Vegan, Gluten Free, Kosher and NON GMO.	Brands: United With Earth	['Fresh Fruit & Vegetables', 'Special Attributes']	[['Pre-Packaged Fruit & Vegetables', 'USDA Vegetable'], ['Kosher/Parve', 'Organic Food & Bev']]
2448	Unity Wellness Co.	Booth: N1546	['Hollywood,', 'FL', 'United States']	N/A	N/A	[]	[]
2449	Universal Nutrition	Booth: 8918	['New Brunswick,', 'NJ', 'United States']	N/A	Brands: Animal 
Universal Nutrition
	[]	[]
2450	Unlimeat	Booth: N1307	['San Jose,', 'California', 'Korea, Republic of']	N/A	N/A	['Frozen', 'Meat Alternatives', 'Special Attributes']	[['Frozen Appetizers & Side Dishes', 'Frozen Entrées', 'Frozen Meals', 'Frozen Non-Dairy Desserts'], ['Plant-based Fish & Seafood', 'Plant-based Meat'], ['Dairy Free', 'Egg Free', 'Vegan']]
2451	UNREAL Brands, Inc.	Booth: N220	['Boston,', 'MA', 'United States']	We started UNREAL so everyone can enjoy out of this world, all real chocolate snacks without all the sugar. We have options that are vegan, gluten-free, and non-GMO. We are free of soy and corn ingredients. We use fair trade certified ingredients. And we sweeten our snacks without sugar alcohols.	N/A	['Special Attributes']	[['Cocoa', 'Convenience', 'Dairy Free', 'Gluten/Wheat Free', 'Organic Ingredients', 'Vegan']]
2452	Update Beverages, Inc.	Booth: N940	['New York,', 'NY', 'United States']	N/A	N/A	['Beverages']	[['Sports & Energy Drinks']]
2453	Upspring	Booth: 2835	['Austin,', 'TX', 'United States']	UpSpring is a leading natural health and wellness company that creates innovative, science-driven solutions for moms and babies. UpSpring was founded by three moms with the mission of supporting women throughout the motherhood journey, from preconception and prenatal nutrition to postpartum recovery, breastfeeding and nutrition for baby. While mom and baby have been the company’s focus to date, UpSpring is expanding its product portfolio to meet the health and wellness needs of the whole family.	Brands: UpSpring
Milkflow
Milkscreen
C-Panty
Shrinkx
Stomach Settle
Prenatal+
Fertility+
Oh-so-good Omega
Walking Wings	[]	[]
2454	Upton's Naturals	Booth: 5209	['Chicago,', 'IL', 'United States']	Upton's Naturals is the #1 selling seitan brand in Natural and MULO Channels (SPINS 52 weeks ending 12/4/22). We proudly produce vegan meat alternatives and plant-based convenience foods such as first-to-market pre-flavored Jackfruit and pre-seasoned Seitan.	Brands: Upton's Naturals	['Soups & Canned Goods', 'Special Attributes', 'Meat Alternatives']	[['Canned Soups'], ['Dairy Free', 'Egg Free', 'Food Service Ready', 'Full Line', 'Gluten/Wheat Free', 'Kosher/Parve', 'Vegan'], ['Hot Dogs', 'Plant-based Bacon', 'Plant-based Meat']]
2455	Urban Noodle	Booth: 5248	['London,', 'Greater London', 'United Kingdom']	N/A	N/A	[]	[]
2456	URZANTE SL	Booth: 1499A	['Tudela,', 'Spain']	N/A	N/A	[]	[]
2457	US Greens	Booth: 1500	['Larned,', 'KS', 'United States']	Family owned and operated, producing nature's finest greens since 1946. We plant, grow, harvest, dehydrate, and mill the greens in Kansas. Our operations from the field to the milling center are certified organic, certified gluten free, Kosher certified, and non-GMO Project verified. We harvest Alfalfa, Barley Grass, Broccoli, Kale, Oat Grass, Spinach, and Wheat Grass at their peak to ensure a dense nutrient profile. Our advanced facilities ensure that our vegan products are fresh and raw.	N/A	['Raw Ingredients', 'Special Attributes', 'Supplements']	[['Fruits & Vegetables'], ['Allergy Free', 'Kosher/Parve', 'Organic Ingredients', 'Vegan'], ['Superfood & Greens Blends']]
2458	US Pharmatech, Inc	Booth: 4327	['Torrance,', 'CA', 'United States']	N/A	N/A	[]	[]
2459	USDA - AMS National Organic Program	Booth: 1734	['Washington,', 'DC', 'United States']	N/A	N/A	['Special Attributes']	[['Organic Dairy', 'Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged']]
2460	USP	Booth: 355	['Rockville,', 'MD', 'United States']	U.S. Pharmacopeia (USP)—an independent, not-for-profit organization—sets federally-recognized standards for pharmaceuticals and dietary supplements. USP’s Dietary Supplement Verification Program helps manufacturers promote product quality and purity.	Brands: USP Dietary Supplement Verfication Program: USP Verified Dietary Supplements and USP Verified Ingredients
	['Services']	[['Analytical Laboratories', 'Education']]
2461	Utah Hot Products	Booth: N1506	['Salt Lake City,', 'UT', 'United States']	N/A	N/A	['Dairy & Eggs']	[['Cheese']]
2462	Utah Paperbox	Booth: 2565	['Salt Lake City,', 'UT', 'United States']	N/A	N/A	[]	[]
2463	Utiva Health	Booth: 3471	['Pickering,', 'ON', 'Canada']	Utiva was built on the belief that everyone deserves the best urinary tract health. Our vision is to provide the best-in-class natural solutions and support systems for UTI prevention, overactive bladder and prostate health. Utiva is committed to educating and raising awareness on urinary tract health and empowering a healthy you.  	Brands: Utiva - Urinary Tract Health (UTI Prevention & Overactive Bladder)	[]	[]
