1693	O Positiv Health	Booth: 3105	['Los Angeles,', 'CA', 'United States']	N/A	N/A	[]	[]
1694	O.T.I.S. Pet	Booth: N2346	['Hayden,', 'CO', 'United States']	N/A	N/A	['Pet']	[['Pet Care']]
1695	Oars + Alps	Booth: 2935	['New York,', 'NY', 'United States']	N/A	N/A	[]	[]
1696	OASISMADE	Booth: N508	['Vaudreuil - Dorion,', 'QC', 'Canada']	OasisMade formerly Oasis Bags, was founded in 1989 by Robin and Laurie Maloni with two fundamental beliefs: to provide environmentally friendly and sustainably sourced packaging alternatives; to supply socially responsible certified products. We have become a trusted partner and supplier to many small and large retailers. As a company, we have expanded beyond our line of eco-friendly packaging solutions to include e-commerce packaging, promotional products, private-label, drinkware,and uniforms.	Brands: OasisMade, GoodBrew	['Packaging', 'Services']	[['Glass Bottles', 'Packaging Material', 'Paper Products', 'Plastic Bottles', 'Plastic Products', 'Recycled Products', 'Reusable Bags'], ['Contract Manufacturing']]
1697	Oat Haus	Booth: N1743	['Brooklyn Heights,', 'OH', 'United States']	Oat Haus makes Granola Butter, the world's first oat spread. Developed by a chef with experience at Michelin-starred restaurants, it tastes absolutely amazing—deliciously smooth, flavorful, and versatile. Perfect for spreading on toast, drizzling over oatmeal, or adding to smoothies and baked goods. It’s also top 9 allergen-free and school-safe, making it a great choice for those with food sensitivities and ideal for lunchboxes or shared snack spaces.	N/A	[]	[]
1698	OATLY	Booth: 455	['Philadelphia,', 'PA', 'United States']	We are the world’s original oat drink company. For over 25 years, we have focused on developing expertise around oats: a global power crop with inherent properties suited for sustainability and human health. Our commitment to oats has resulted in technical advancements that enabled us to unlock the breadth of the dairy portfolio, including alternatives to milk, ice cream, yogurt, cooking creams, and spreads. Headquartered in Malmö, Sweden, Oatly is available in more than 20 countries globally.	Brands: Oatly	['Dairy & Eggs', 'Frozen', 'Special Attributes']	[['Butter', 'Yogurt'], ['Frozen Desserts'], ['Dairy Free', 'Functional Beverage', 'Gluten/Wheat Free', 'Kosher/Parve', 'Vegan']]
1699	Oats Overnight	Booth: N1402	['Tempe,', 'AZ', 'United States']	N/A	N/A	['Special Attributes', 'Breakfast']	[['Gluten/Wheat Free', 'Kosher/Parve', 'Functional Food'], ['Hot Cereal & Oats']]
1700	Oceanblue LLC	Booth: 4328	['Miami,', 'FL', 'United States']	N/A	N/A	[]	[]
1701	Ocean's Halo	Booth: N1902, N1903	['Burlingame,', 'CA', 'United States']	Ocean's Halo was founded by four dads on a mission to make foods delicious as well as healthy & sustainable.  With renowned chefs on staff, our team of young innovators we have launched some of the most successful new products to hit the market in the last few years!?  We are a San Francisco Bay healthy foods company with a focus on sustainable crops as well as sustainable packaging, and we donate 2 percent of profits to organizations that promote ocean conservation.	Brands: Ocean's Halo
Swim Against the Tide.
New Frontier Foods Inc.	['Packaging', 'Special Attributes']	[['Biodegradable Packaging'], ['Ethnic', 'Organic Processed/Packaged']]
1702	OCIA International	Booth: N1259	['Lincoln,', 'NE', 'United States']	The Organic Crop Improvement Association is a nonprofit, member-run organization providing organic certification to producers and processors across the globe. For over 30 years, OCIA has been described as one of the pioneers of organic certification. Visit our booth for new member discounts.	Brands: USDA - NOP Certification	['Services', 'Special Attributes']	[['Certification Services', 'Education'], ['Organic Ingredients', 'Organic Processed/Packaged']]
1703	OCM Globe, Inc.	Booth: 2434, 2337, 434	['City of Industry,', 'CA', 'United States']	N/A	N/A	[]	[]
1704	octonuts	Booth: N730	['STOCKTON,', 'CA', 'United States']	N/A	N/A	[]	[]
1705	O'Doughs/ALLfree	Booth: 584	['Toronto,', 'ON', 'Canada']	N/A	N/A	['Bakery', 'Special Attributes']	[['Bagels'], ['Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve']]
1706	ODW Logistics	Booth: 3198B	['Columbus,', 'OH', 'United States']	N/A	N/A	[]	[]
1707	Odyssey Wellness	Booth: 4938	['Lighthouse Point,', 'FL', 'United States']	N/A	N/A	[]	[]
1708	Off the Shelf Reps, Ltd.	Booth: 2529	['Jericho,', 'NY', 'United States']	N/A	N/A	[]	[]
1709	OGATA VILLAGE AKITAKOMACHI RICE PRODUCERS CO., LTD.	Booth: N1844	['Akita,', 'Japan']	N/A	N/A	['Special Attributes']	[['Gluten/Wheat Free', 'Specialty/Gourmet']]
1710	Oggi Foods, Inc.	Booth: N2034	['Montreal,', 'QC', 'Canada']	N/A	N/A	['Frozen']	[['Frozen Pizza']]
